driver_id,date,delays_minutes,behavioral_problems,violations_count,accidents_count,rating,route_id,vehicle_id,shift
D012,2025-01-07,24,0,0,0,4.11,R04,V18,morning
D012,2025-01-08,19,1,1,0,4.13,R04,V18,night
D012,2025-01-09,23,0,0,0,4.24,R04,V18,afternoon
D012,2025-01-10,20,0,1,0,3.85,R04,V18,night
D012,2025-01-11,30,1,0,0,4.26,R04,V18,night
D012,2025-01-12,16,0,0,0,4.46,R04,V18,night
D012,2025-01-13,28,0,0,0,4.43,R04,V18,morning
D012,2025-01-14,21,0,1,0,3.84,R04,V18,morning
D012,2025-01-15,24,1,0,0,4.47,R04,V18,afternoon
D012,2025-01-16,20,2,0,1,4.12,R04,V18,afternoon
D012,2025-01-17,25,0,1,0,4.19,R04,V18,morning
D012,2025-01-18,19,0,0,0,4.27,R04,V18,morning
D012,2025-01-19,25,0,0,0,4.59,R04,V18,night
D012,2025-01-20,27,0,0,0,4.47,R04,V18,afternoon
D012,2025-01-21,19,0,0,0,4.51,R04,V18,morning
D012,2025-01-22,19,1,1,0,4.06,R04,V18,afternoon
D012,2025-01-23,17,0,0,0,4.15,R04,V18,afternoon
D012,2025-01-24,25,0,0,0,4.54,R04,V18,morning
D012,2025-01-25,20,0,2,0,4.3,R04,V18,morning
D012,2025-01-26,17,0,1,0,4.44,R04,V18,morning
D012,2025-01-27,25,0,0,0,4.36,R04,V18,afternoon
D012,2025-01-28,23,1,0,0,4.21,R04,V18,afternoon
D012,2025-01-29,16,0,0,0,4.35,R04,V18,afternoon
D012,2025-01-30,16,0,1,0,4.04,R04,V18,afternoon
D012,2025-01-31,23,0,0,0,4.17,R04,V18,morning
D012,2025-02-01,26,0,0,0,4.09,R04,V18,morning
D012,2025-02-02,20,0,0,0,4.57,R04,V18,night
D012,2025-02-03,21,0,0,0,4.08,R04,V18,morning
D012,2025-02-04,21,0,1,0,4.51,R04,V18,afternoon
D012,2025-02-05,24,0,1,1,3.95,R04,V18,morning
D012,2025-02-06,21,0,0,0,4.11,R04,V18,night
D012,2025-02-07,17,0,0,0,4.44,R04,V18,night
D012,2025-02-08,17,1,0,0,4.65,R04,V18,morning
D012,2025-02-09,24,0,0,0,4.61,R04,V18,morning
D012,2025-02-10,14,0,0,0,4.4,R04,V18,night
D012,2025-02-11,21,0,0,0,4.04,R04,V18,morning
D012,2025-02-12,20,2,0,0,4.33,R04,V18,morning
D012,2025-02-13,23,0,0,0,4.31,R04,V18,morning
D012,2025-02-14,22,0,1,0,4.23,R04,V18,afternoon
D012,2025-02-15,17,0,0,0,4.29,R04,V18,afternoon
D012,2025-02-16,15,1,1,0,4.45,R04,V18,afternoon
D012,2025-02-17,35,0,1,0,4.07,R04,V18,night
D012,2025-02-18,21,0,0,0,4.41,R04,V18,morning
D012,2025-02-19,17,0,0,0,4.39,R04,V18,night
D012,2025-02-20,16,0,0,0,4.47,R04,V18,afternoon
D012,2025-02-21,19,1,1,0,4.21,R04,V18,afternoon
D012,2025-02-22,22,1,0,0,4.4,R04,V18,morning
D012,2025-02-23,23,0,1,0,4.09,R04,V18,night
D012,2025-02-24,30,0,0,0,4.33,R04,V18,night
D012,2025-02-25,19,3,3,0,4.25,R04,V18,night
D012,2025-02-26,29,0,1,0,4.01,R04,V18,morning
D012,2025-02-27,30,1,1,0,4.08,R04,V18,morning
D012,2025-02-28,23,0,0,0,4.44,R04,V18,morning
D012,2025-03-01,18,1,0,0,4.84,R04,V18,night
D012,2025-03-02,20,0,0,1,4.07,R04,V18,morning
D012,2025-03-03,25,0,1,0,4.5,R04,V18,afternoon
D012,2025-03-04,15,0,1,0,4.76,R04,V18,morning
D012,2025-03-05,21,1,0,0,4.2,R04,V18,night
D012,2025-03-06,21,1,0,0,4.26,R04,V18,morning
D012,2025-03-07,15,1,0,0,4.54,R04,V18,afternoon
D012,2025-03-08,16,0,1,0,4.11,R04,V18,afternoon
D012,2025-03-09,16,0,0,0,4.34,R04,V18,night
D012,2025-03-10,39,0,0,0,4.5,R04,V18,morning
D012,2025-03-11,26,1,0,0,4.11,R04,V18,morning
D012,2025-03-12,23,0,0,0,4.07,R04,V18,morning
D012,2025-03-13,21,0,0,0,4.41,R04,V18,afternoon
D012,2025-03-14,29,0,0,0,4.39,R04,V18,night
D012,2025-03-15,23,0,1,0,4.53,R04,V18,afternoon
D012,2025-03-16,19,0,1,0,4.43,R04,V18,morning
D012,2025-03-17,25,0,0,0,4.11,R04,V18,afternoon
D012,2025-03-18,21,0,0,0,4.39,R04,V18,morning
D012,2025-03-19,21,0,0,1,4.1,R04,V18,afternoon
D012,2025-03-20,18,0,0,0,4.44,R04,V18,afternoon
D012,2025-03-21,16,0,1,0,4.12,R04,V18,night
D012,2025-03-22,27,0,0,0,4.38,R04,V18,night
D012,2025-03-23,20,0,0,0,4.48,R04,V18,night
D012,2025-03-24,30,0,0,0,4.47,R04,V18,night
D012,2025-03-25,20,0,0,0,4.46,R04,V18,night
D012,2025-03-26,21,0,0,0,4.45,R04,V18,morning
D012,2025-03-27,22,1,0,0,4.56,R04,V18,night
D012,2025-03-28,25,0,1,0,4.33,R04,V18,night
D012,2025-03-29,22,0,0,0,4.47,R04,V18,night
D012,2025-03-30,20,2,0,0,4.64,R04,V18,afternoon
D012,2025-03-31,22,0,0,0,4.44,R04,V18,morning
D013,2025-01-01,25,0,0,0,4.44,R09,V15,morning
D013,2025-01-02,18,0,2,1,3.95,R09,V15,afternoon
D013,2025-01-03,18,0,0,1,4.11,R09,V15,night
D013,2025-01-04,17,0,0,0,4.64,R09,V15,afternoon
D013,2025-01-05,15,2,1,0,4.36,R09,V15,afternoon
D013,2025-01-06,27,0,0,0,4.64,R09,V15,night
D013,2025-01-07,18,0,0,0,4.57,R09,V15,afternoon
D013,2025-01-08,27,0,0,0,4.3,R09,V15,night
D013,2025-01-09,17,0,0,0,4.27,R09,V15,afternoon
D013,2025-01-10,16,0,0,0,4.27,R09,V15,night
D013,2025-01-11,22,0,0,0,4.2,R09,V15,afternoon
D013,2025-01-12,19,0,0,0,4.62,R09,V15,morning
D013,2025-01-13,34,0,0,0,4.49,R09,V15,night
D013,2025-01-14,26,0,0,0,4.36,R09,V15,night
D013,2025-01-15,14,1,0,0,4.21,R09,V15,afternoon
D013,2025-01-16,24,0,0,0,4.26,R09,V15,afternoon
D013,2025-01-17,19,1,0,0,4.38,R09,V15,afternoon
D013,2025-01-18,21,0,0,0,4.17,R09,V15,afternoon
D013,2025-01-19,21,0,0,0,4.76,R09,V15,morning
D013,2025-01-20,17,1,0,0,4.44,R09,V15,night
D013,2025-01-21,15,2,2,0,4.49,R09,V15,morning
D013,2025-01-22,22,1,0,0,4.19,R09,V15,afternoon
D013,2025-01-23,13,0,1,1,3.66,R09,V15,afternoon
D013,2025-01-24,26,2,1,0,4.34,R09,V15,morning
D013,2025-01-25,17,0,0,0,4.35,R09,V15,afternoon
D013,2025-01-26,29,0,0,1,4.05,R09,V15,night
D013,2025-01-27,36,0,0,0,4.41,R09,V15,afternoon
D013,2025-01-28,22,0,0,0,4.68,R09,V15,night
D013,2025-01-29,19,0,0,0,4.97,R09,V15,afternoon
D013,2025-01-30,19,1,1,0,4.28,R09,V15,night
D013,2025-01-31,23,0,1,0,4.22,R09,V15,morning
D013,2025-02-01,27,0,0,0,4.3,R09,V15,morning
D013,2025-02-02,21,0,0,0,4.52,R09,V15,afternoon
D013,2025-02-03,24,0,0,1,3.64,R09,V15,night
D013,2025-02-04,15,0,0,0,4.55,R09,V15,afternoon
D013,2025-02-05,25,0,1,0,4.15,R09,V15,afternoon
D013,2025-02-06,28,1,0,0,4.37,R09,V15,morning
D013,2025-02-07,20,0,0,0,4.1,R09,V15,morning
D013,2025-02-08,22,0,0,0,4.58,R09,V15,night
D013,2025-02-09,17,1,0,0,4.45,R09,V15,night
D013,2025-02-10,26,0,0,0,4.39,R09,V15,night
D013,2025-02-11,24,0,1,0,4.58,R09,V15,night
D013,2025-02-12,15,0,0,0,4.82,R09,V15,afternoon
D013,2025-02-13,14,0,0,0,4.48,R09,V15,afternoon
D013,2025-02-14,26,0,0,0,4.35,R09,V15,afternoon
D013,2025-02-15,19,1,0,0,4.33,R09,V15,afternoon
D013,2025-02-16,16,0,0,0,4.58,R09,V15,night
D013,2025-02-17,18,0,0,0,4.27,R09,V15,afternoon
D013,2025-02-18,21,0,0,0,4.47,R09,V15,afternoon
D013,2025-02-19,19,0,0,0,4.45,R09,V15,night
D013,2025-02-20,13,0,0,0,4.41,R09,V15,morning
D013,2025-02-21,17,0,0,0,4.72,R09,V15,morning
D013,2025-02-22,22,0,2,0,4.43,R09,V15,afternoon
D013,2025-02-23,21,2,0,0,4.49,R09,V15,afternoon
D013,2025-02-24,27,0,0,0,4.51,R09,V15,afternoon
D013,2025-02-25,15,0,0,0,4.5,R09,V15,night
D013,2025-02-26,23,1,0,0,4.41,R09,V15,afternoon
D013,2025-02-27,16,0,1,0,4.27,R09,V15,night
D013,2025-02-28,24,0,0,0,4.54,R09,V15,afternoon
D013,2025-03-01,21,0,0,0,4.42,R09,V15,morning
D013,2025-03-02,8,0,0,0,4.41,R09,V15,morning
D013,2025-03-03,23,0,0,0,4.03,R09,V15,night
D013,2025-03-04,23,1,0,0,4.41,R09,V15,night
D013,2025-03-05,16,0,0,0,4.55,R09,V15,afternoon
D013,2025-03-06,20,0,1,0,4.39,R09,V15,night
D013,2025-03-07,21,0,0,0,4.61,R09,V15,night
D013,2025-03-08,23,0,1,0,4.35,R09,V15,afternoon
D013,2025-03-09,18,0,0,0,4.61,R09,V15,morning
D013,2025-03-10,26,0,2,0,4.02,R09,V15,afternoon
D013,2025-03-11,24,0,0,0,4.01,R09,V15,night
D013,2025-03-12,16,0,0,1,4.17,R09,V15,morning
D013,2025-03-13,22,0,1,0,4.17,R09,V15,afternoon
D013,2025-03-14,21,0,0,0,4.38,R09,V15,morning
D013,2025-03-15,17,0,0,0,4.51,R09,V15,morning
D013,2025-03-16,17,0,1,0,4.27,R09,V15,night
D013,2025-03-17,35,0,1,0,4.41,R09,V15,afternoon
D013,2025-03-18,13,0,0,0,4.75,R09,V15,night
D013,2025-03-19,23,0,0,0,4.46,R09,V15,morning
D013,2025-03-20,21,1,0,0,4.35,R09,V15,morning
D013,2025-03-21,21,1,0,0,4.17,R09,V15,morning
D013,2025-03-22,16,0,1,0,4.26,R09,V15,night
D013,2025-03-23,19,0,0,0,4.38,R09,V15,afternoon
D013,2025-03-24,35,0,0,0,4.59,R09,V15,night
D013,2025-03-25,15,0,0,0,4.58,R09,V15,afternoon
D013,2025-03-26,23,0,0,0,4.3,R09,V15,afternoon
D013,2025-03-27,17,0,0,0,4.59,R09,V15,morning
D013,2025-03-28,30,0,0,0,4.1,R09,V15,night
D013,2025-03-29,20,0,0,0,4.53,R09,V15,afternoon
D013,2025-03-30,16,0,1,0,4.19,R09,V15,night
D013,2025-03-31,27,0,1,0,4.37,R09,V15,afternoon
D014,2025-01-01,31,1,0,0,4.57,R01,V03,morning
D014,2025-01-02,23,0,0,0,4.49,R01,V03,morning
D014,2025-01-03,20,0,1,0,4.39,R01,V03,afternoon
D014,2025-01-04,22,0,0,0,4.58,R01,V03,morning
D014,2025-01-05,15,0,0,0,4.72,R01,V03,night
D014,2025-01-06,34,0,0,0,4.39,R01,V03,afternoon
D014,2025-01-07,23,0,0,0,4.11,R01,V03,afternoon
D014,2025-01-08,23,1,1,0,4.34,R01,V03,afternoon
D014,2025-01-09,18,1,2,1,3.83,R01,V03,afternoon
D014,2025-01-10,14,0,0,0,4.61,R01,V03,morning
D014,2025-01-11,26,1,2,0,4.09,R01,V03,morning
D014,2025-01-12,27,0,0,0,4.14,R01,V03,night
D014,2025-01-13,25,0,0,0,4.17,R01,V03,afternoon
D014,2025-01-14,21,0,0,0,4.18,R01,V03,night
D014,2025-01-15,21,0,0,0,4.12,R01,V03,afternoon
D014,2025-01-16,13,1,1,0,3.86,R01,V03,afternoon
D014,2025-01-17,20,0,0,0,4.61,R01,V03,night
D014,2025-01-18,18,0,0,0,4.84,R01,V03,night
D014,2025-01-19,14,0,0,0,4.73,R01,V03,afternoon
D014,2025-01-20,21,0,0,0,4.15,R01,V03,afternoon
D014,2025-01-21,20,0,0,0,4.22,R01,V03,morning
D014,2025-01-22,21,1,0,0,4.38,R01,V03,morning
D014,2025-01-23,20,0,0,0,4.6,R01,V03,morning
D014,2025-01-24,18,1,0,0,4.63,R01,V03,night
D014,2025-01-25,22,0,0,1,3.91,R01,V03,afternoon
D014,2025-01-26,16,0,0,0,4.55,R01,V03,night
D014,2025-01-27,27,0,0,0,4.39,R01,V03,night
D014,2025-01-28,14,0,1,0,4.67,R01,V03,morning
D014,2025-01-29,16,0,0,0,3.93,R01,V03,night
D014,2025-01-30,27,0,0,0,4.62,R01,V03,afternoon
D014,2025-01-31,26,0,0,0,4.06,R01,V03,afternoon
D014,2025-02-01,15,0,0,0,4.51,R01,V03,morning
D014,2025-02-02,20,0,1,0,4.38,R01,V03,night
D014,2025-02-03,32,0,1,0,4.36,R01,V03,night
D014,2025-02-04,17,0,0,0,4.3,R01,V03,night
D014,2025-02-05,19,0,0,0,4.6,R01,V03,afternoon
D014,2025-02-06,16,0,1,0,4.36,R01,V03,night
D014,2025-02-07,24,0,1,0,4.23,R01,V03,night
D014,2025-02-08,18,0,1,0,4.42,R01,V03,afternoon
D014,2025-02-09,22,0,1,0,4.32,R01,V03,afternoon
D014,2025-02-10,26,0,0,0,4.11,R01,V03,morning
D014,2025-02-11,18,0,1,0,4.35,R01,V03,morning
D014,2025-02-12,18,1,1,0,4.14,R01,V03,morning
D014,2025-02-13,26,0,1,0,4.38,R01,V03,afternoon
D014,2025-02-14,26,2,0,0,4.56,R01,V03,morning
D014,2025-02-15,21,1,0,0,4.27,R01,V03,afternoon
D014,2025-02-16,15,0,0,0,4.32,R01,V03,morning
D014,2025-02-17,26,0,0,0,4.04,R01,V03,night
D014,2025-02-18,28,0,0,0,4.38,R01,V03,night
D014,2025-02-19,26,0,1,0,4.27,R01,V03,afternoon
D014,2025-02-20,22,0,0,0,4.24,R01,V03,night
D014,2025-02-21,22,0,0,0,4.02,R01,V03,afternoon
D014,2025-02-22,19,0,0,0,4.42,R01,V03,afternoon
D014,2025-02-23,16,1,0,0,4.4,R01,V03,night
D014,2025-02-24,33,0,0,0,4.56,R01,V03,night
D014,2025-02-25,22,0,0,0,4.43,R01,V03,night
D014,2025-02-26,20,0,0,0,4.51,R01,V03,morning
D014,2025-02-27,26,0,0,1,4.04,R01,V03,night
D014,2025-02-28,15,0,0,0,4.67,R01,V03,afternoon
D014,2025-03-01,20,0,1,0,4.31,R01,V03,night
D014,2025-03-02,25,0,0,0,4.61,R01,V03,night
D014,2025-03-03,33,0,0,0,4.54,R01,V03,night
D014,2025-03-04,23,0,0,0,4.35,R01,V03,afternoon
D014,2025-03-05,18,1,2,0,4.59,R01,V03,afternoon
D014,2025-03-06,11,0,0,0,4.37,R01,V03,afternoon
D014,2025-03-07,19,0,1,0,4.58,R01,V03,morning
D014,2025-03-08,24,0,0,0,4.22,R01,V03,morning
D014,2025-03-09,17,0,0,0,4.83,R01,V03,afternoon
D014,2025-03-10,24,0,0,0,4.26,R01,V03,morning
D014,2025-03-11,26,1,0,0,4.64,R01,V03,morning
D014,2025-03-12,22,0,0,0,4.4,R01,V03,night
D014,2025-03-13,21,1,0,0,4.01,R01,V03,morning
D014,2025-03-14,22,0,0,0,4.24,R01,V03,night
D014,2025-03-15,19,0,1,0,4.07,R01,V03,night
D014,2025-03-16,16,0,0,0,4.59,R01,V03,night
D014,2025-03-17,29,0,0,0,4.45,R01,V03,afternoon
D014,2025-03-18,16,1,0,0,4.51,R01,V03,night
D014,2025-03-19,27,0,0,0,4.13,R01,V03,morning
D014,2025-03-20,20,0,1,0,4.21,R01,V03,morning
D014,2025-03-21,28,0,1,0,4.72,R01,V03,afternoon
D014,2025-03-22,30,0,0,0,4.27,R01,V03,night
D014,2025-03-23,20,0,1,0,4.24,R01,V03,night
D014,2025-03-24,30,0,0,0,4.23,R01,V03,afternoon
D014,2025-03-25,22,0,0,0,4.44,R01,V03,afternoon
D014,2025-03-26,14,0,0,0,4.34,R01,V03,afternoon
D014,2025-03-27,22,0,0,0,4.56,R01,V03,morning
D014,2025-03-28,25,0,0,0,4.58,R01,V03,afternoon
D014,2025-03-29,27,0,0,0,4.57,R01,V03,morning
D014,2025-03-30,23,0,0,0,4.46,R01,V03,night
D014,2025-03-31,39,1,0,1,3.77,R01,V03,morning
D015,2025-01-01,10,0,0,0,4.64,R05,V05,morning
D015,2025-01-02,23,0,0,0,4.2,R05,V05,morning
D015,2025-01-03,22,0,1,0,4.27,R05,V05,night
D015,2025-01-04,25,0,0,0,4.35,R05,V05,afternoon
D015,2025-01-05,20,0,0,0,4.25,R05,V05,night
D015,2025-01-06,22,0,1,0,4.13,R05,V05,night
D015,2025-01-07,19,0,1,0,4.07,R05,V05,morning
D015,2025-01-08,26,0,2,0,4.45,R05,V05,night
D015,2025-01-09,23,0,0,0,4.73,R05,V05,night
D015,2025-01-10,14,0,1,0,4.06,R05,V05,morning
D015,2025-01-11,15,0,0,0,4.67,R05,V05,morning
D015,2025-01-12,15,1,0,0,4.32,R05,V05,afternoon
D015,2025-01-13,21,1,1,0,4.08,R05,V05,afternoon
D015,2025-01-14,17,1,1,0,3.93,R05,V05,night
D015,2025-01-15,21,0,0,0,4.36,R05,V05,night
D015,2025-01-16,15,0,0,0,3.87,R05,V05,morning
D015,2025-01-17,22,0,0,0,4.34,R05,V05,morning
D015,2025-01-18,25,0,2,0,3.99,R05,V05,night
D015,2025-01-19,23,1,0,0,4.88,R05,V05,night
D015,2025-01-20,27,0,0,0,4.59,R05,V05,morning
D015,2025-01-21,18,0,0,0,4.66,R05,V05,afternoon
D015,2025-01-22,22,0,1,0,3.79,R05,V05,morning
D015,2025-01-23,20,0,0,0,4.37,R05,V05,afternoon
D015,2025-01-24,14,0,0,0,4.4,R05,V05,morning
D015,2025-01-25,17,0,0,0,4.36,R05,V05,morning
D015,2025-01-26,16,0,0,0,4.46,R05,V05,night
D015,2025-01-27,25,1,0,0,4.49,R05,V05,night
D015,2025-01-28,19,0,2,0,4.36,R05,V05,morning
D015,2025-01-29,27,0,0,0,4.54,R05,V05,night
D015,2025-01-30,20,0,1,0,4.37,R05,V05,night
D015,2025-01-31,16,0,1,0,4.32,R05,V05,afternoon
D015,2025-02-01,18,0,0,0,4.76,R05,V05,night
D015,2025-02-02,20,0,0,0,4.32,R05,V05,night
D015,2025-02-03,27,0,1,0,4.39,R05,V05,morning
D015,2025-02-04,22,1,0,0,4.52,R05,V05,morning
D015,2025-02-05,16,0,0,0,4.89,R05,V05,afternoon
D015,2025-02-06,23,0,0,0,4.4,R05,V05,morning
D015,2025-02-07,27,0,1,0,4.42,R05,V05,morning
D015,2025-02-08,16,0,0,0,4.69,R05,V05,morning
D015,2025-02-09,24,1,1,0,4.53,R05,V05,afternoon
D015,2025-02-10,25,1,0,0,4.52,R05,V05,afternoon
D015,2025-02-11,9,1,1,0,4.71,R05,V05,afternoon
D015,2025-02-12,22,0,0,0,4.46,R05,V05,morning
D015,2025-02-13,24,0,1,0,4.26,R05,V05,morning
D015,2025-02-14,16,1,0,0,4.03,R05,V05,morning
D015,2025-02-15,20,0,0,0,4.89,R05,V05,night
D015,2025-02-16,19,0,1,0,4.89,R05,V05,night
D015,2025-02-17,28,0,0,1,3.41,R05,V05,morning
D015,2025-02-18,13,1,0,0,4.58,R05,V05,night
D015,2025-02-19,18,0,0,0,4.39,R05,V05,night
D015,2025-02-20,18,0,0,0,4.51,R05,V05,morning
D015,2025-02-21,23,0,0,0,4.46,R05,V05,night
D015,2025-02-22,17,0,0,0,4.3,R05,V05,night
D015,2025-02-23,22,0,0,0,4.5,R05,V05,morning
D015,2025-02-24,23,0,1,0,4.06,R05,V05,morning
D015,2025-02-25,23,1,3,0,3.78,R05,V05,night
D015,2025-02-26,22,0,0,0,4.5,R05,V05,morning
D015,2025-02-27,23,0,1,0,4.92,R05,V05,night
D015,2025-02-28,20,1,0,0,4.33,R05,V05,morning
D015,2025-03-01,13,0,1,0,4.0,R05,V05,morning
D015,2025-03-02,21,0,0,0,4.21,R05,V05,afternoon
D015,2025-03-03,33,0,1,0,4.11,R05,V05,morning
D015,2025-03-04,14,1,1,0,3.95,R05,V05,afternoon
D015,2025-03-05,24,1,0,0,4.2,R05,V05,night
D015,2025-03-06,18,0,0,0,4.3,R05,V05,afternoon
D015,2025-03-07,20,0,0,0,4.27,R05,V05,night
D015,2025-03-08,14,1,0,0,4.42,R05,V05,night
D015,2025-03-09,13,1,1,0,4.9,R05,V05,night
D015,2025-03-10,16,0,1,0,4.2,R05,V05,night
D015,2025-03-11,11,1,0,0,4.82,R05,V05,morning
D015,2025-03-12,18,0,0,0,4.58,R05,V05,morning
D015,2025-03-13,21,2,0,0,4.46,R05,V05,morning
D015,2025-03-14,14,0,0,0,4.56,R05,V05,night
D015,2025-03-15,13,1,0,0,4.68,R05,V05,night
D015,2025-03-16,10,0,0,0,3.91,R05,V05,afternoon
D015,2025-03-17,40,0,0,0,4.28,R05,V05,morning
D015,2025-03-18,13,0,0,0,4.4,R05,V05,morning
D015,2025-03-19,20,0,0,0,4.39,R05,V05,afternoon
D015,2025-03-20,18,0,0,0,4.17,R05,V05,morning
D015,2025-03-21,23,0,0,0,4.47,R05,V05,afternoon
D015,2025-03-22,22,0,0,0,4.55,R05,V05,afternoon
D015,2025-03-23,18,1,1,0,4.12,R05,V05,morning
D015,2025-03-24,22,0,0,0,4.71,R05,V05,night
D015,2025-03-25,17,0,0,0,4.58,R05,V05,afternoon
D015,2025-03-26,27,1,0,0,4.39,R05,V05,night
D015,2025-03-27,11,0,0,0,4.58,R05,V05,night
D015,2025-03-28,24,0,0,0,4.26,R05,V05,afternoon
D015,2025-03-29,14,1,0,0,4.12,R05,V05,morning
D015,2025-03-30,19,1,0,0,4.19,R05,V05,afternoon
D015,2025-03-31,25,0,1,0,4.37,R05,V05,morning
D016,2025-01-01,21,0,0,0,4.45,R03,V12,afternoon
D016,2025-01-02,23,0,0,0,3.91,R03,V12,morning
D016,2025-01-03,18,0,1,0,4.22,R03,V12,night
D016,2025-01-04,16,0,0,0,4.41,R03,V12,afternoon
D016,2025-01-05,18,0,0,0,4.36,R03,V12,afternoon
D016,2025-01-06,38,1,0,0,3.97,R03,V12,afternoon
D016,2025-01-07,18,0,0,0,4.21,R03,V12,afternoon
D016,2025-01-08,20,0,1,0,4.4,R03,V12,morning
D016,2025-01-09,22,0,1,0,3.98,R03,V12,night
D016,2025-01-10,24,0,0,1,3.96,R03,V12,morning
D016,2025-01-11,16,0,1,0,4.39,R03,V12,afternoon
D016,2025-01-12,21,0,1,0,4.84,R03,V12,night
D016,2025-01-13,21,0,0,0,4.57,R03,V12,night
D016,2025-01-14,19,0,0,0,4.24,R03,V12,afternoon
D016,2025-01-15,15,0,0,0,4.34,R03,V12,afternoon
D016,2025-01-16,22,0,0,0,4.4,R03,V12,night
D016,2025-01-17,20,0,0,0,4.13,R03,V12,morning
D016,2025-01-18,17,0,0,0,4.61,R03,V12,afternoon
D016,2025-01-19,21,0,0,0,4.33,R03,V12,afternoon
D016,2025-01-20,37,1,0,0,4.56,R03,V12,night
D016,2025-01-21,12,1,0,0,4.21,R03,V12,morning
D016,2025-01-22,24,0,0,0,4.04,R03,V12,afternoon
D016,2025-01-23,22,1,0,0,4.35,R03,V12,morning
D016,2025-01-24,16,1,0,0,4.6,R03,V12,afternoon
D016,2025-01-25,20,1,0,0,4.57,R03,V12,night
D016,2025-01-26,17,1,0,0,4.42,R03,V12,afternoon
D016,2025-01-27,27,1,0,0,4.51,R03,V12,night
D016,2025-01-28,24,0,0,0,4.52,R03,V12,afternoon
D016,2025-01-29,24,0,0,0,4.49,R03,V12,afternoon
D016,2025-01-30,15,0,1,0,4.61,R03,V12,night
D016,2025-01-31,23,0,0,0,4.29,R03,V12,night
D016,2025-02-01,13,0,0,0,4.37,R03,V12,afternoon
D016,2025-02-02,15,0,0,0,4.56,R03,V12,afternoon
D016,2025-02-03,28,0,1,0,4.17,R03,V12,night
D016,2025-02-04,21,0,1,0,4.28,R03,V12,afternoon
D016,2025-02-05,19,0,1,0,4.46,R03,V12,night
D016,2025-02-06,15,1,0,0,4.2,R03,V12,afternoon
D016,2025-02-07,20,0,0,0,4.37,R03,V12,afternoon
D016,2025-02-08,19,0,0,0,4.41,R03,V12,night
D016,2025-02-09,19,0,0,1,3.63,R03,V12,afternoon
D016,2025-02-10,33,0,0,0,4.02,R03,V12,morning
D016,2025-02-11,23,0,1,0,3.93,R03,V12,afternoon
D016,2025-02-12,28,1,1,0,4.61,R03,V12,morning
D016,2025-02-13,17,1,2,0,4.41,R03,V12,afternoon
D016,2025-02-14,22,0,0,0,4.32,R03,V12,night
D016,2025-02-15,22,1,2,0,4.3,R03,V12,morning
D016,2025-02-16,17,1,1,0,4.59,R03,V12,afternoon
D016,2025-02-17,25,0,0,0,4.64,R03,V12,morning
D016,2025-02-18,14,0,2,0,4.12,R03,V12,morning
D016,2025-02-19,13,1,1,0,4.56,R03,V12,morning
D016,2025-02-20,23,1,0,0,4.28,R03,V12,night
D016,2025-02-21,20,0,1,1,3.56,R03,V12,night
D016,2025-02-22,16,0,0,0,4.43,R03,V12,morning
D016,2025-02-23,24,0,0,0,4.45,R03,V12,night
D016,2025-02-24,30,0,1,0,4.42,R03,V12,night
D016,2025-02-25,20,0,0,0,4.48,R03,V12,morning
D016,2025-02-26,8,2,2,0,4.11,R03,V12,morning
D016,2025-02-27,19,0,0,0,4.19,R03,V12,night
D016,2025-02-28,24,0,1,0,3.94,R03,V12,night
D016,2025-03-01,15,0,0,0,4.48,R03,V12,afternoon
D016,2025-03-02,19,1,0,0,4.26,R03,V12,afternoon
D016,2025-03-03,34,0,0,0,4.39,R03,V12,morning
D016,2025-03-04,24,0,0,0,4.29,R03,V12,morning
D016,2025-03-05,26,0,1,0,4.32,R03,V12,afternoon
D016,2025-03-06,14,0,0,0,4.42,R03,V12,night
D016,2025-03-07,14,1,0,0,4.25,R03,V12,night
D016,2025-03-08,16,0,0,0,4.37,R03,V12,afternoon
D016,2025-03-09,18,0,0,0,4.59,R03,V12,morning
D016,2025-03-10,32,1,0,0,4.58,R03,V12,afternoon
D016,2025-03-11,17,0,0,0,4.54,R03,V12,afternoon
D016,2025-03-12,24,0,0,0,4.71,R03,V12,night
D016,2025-03-13,23,0,0,0,4.05,R03,V12,afternoon
D016,2025-03-14,24,1,1,0,4.39,R03,V12,morning
D016,2025-03-15,21,0,1,0,4.51,R03,V12,afternoon
D016,2025-03-16,20,0,1,0,4.26,R03,V12,morning
D016,2025-03-17,29,0,0,0,4.15,R03,V12,morning
D016,2025-03-18,16,0,1,0,4.69,R03,V12,night
D016,2025-03-19,19,0,1,0,4.6,R03,V12,night
D016,2025-03-20,15,0,0,0,4.61,R03,V12,night
D016,2025-03-21,28,0,0,0,4.44,R03,V12,night
D016,2025-03-22,32,0,0,0,4.21,R03,V12,night
D016,2025-03-23,23,0,0,0,4.55,R03,V12,afternoon
D016,2025-03-24,36,0,0,0,4.34,R03,V12,night
D016,2025-03-25,14,1,0,0,4.58,R03,V12,afternoon
D016,2025-03-26,20,0,3,0,4.11,R03,V12,night
D016,2025-03-27,18,1,3,0,4.02,R03,V12,night
D016,2025-03-28,20,0,0,0,4.49,R03,V12,morning
D016,2025-03-29,19,0,0,0,4.51,R03,V12,afternoon
D016,2025-03-30,21,0,0,0,4.19,R03,V12,night
D016,2025-03-31,24,0,0,0,4.43,R03,V12,morning
D017,2025-01-01,25,1,1,0,4.31,R05,V17,morning
